"","parameter","forkortelse","enhet","kategori_1","kategori_2","dato","sigevann","verdi","LOQ","verdi_korr","gv_min","gv_max","GV_over","provepunkt","krav"
"335","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2022-10-31,"ut","<10",TRUE,10,NA,NA,FALSE,151,TRUE
"336","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2022-11-07,"ut","<10",TRUE,10,NA,NA,FALSE,151,TRUE
"337","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2022-11-21,"ut","24.9",FALSE,24.9,NA,NA,FALSE,151,TRUE
"338","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2022-12-12,"ut","16.7",FALSE,16.7,NA,NA,FALSE,151,TRUE
"339","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2023-02-13,"ut","<10",TRUE,10,NA,NA,FALSE,151,TRUE
"340","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2023-02-27,"ut","10",FALSE,10,NA,NA,FALSE,151,TRUE
"341","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2022-11-14,"ut","<10",TRUE,10,NA,NA,FALSE,151,TRUE
"342","THC >C35-C40","THC >C35-C40","<U+00B5>g/l","hydrokarboner","alifater",2023-03-15,"ut","<10.0",TRUE,10,NA,NA,FALSE,151,TRUE
"343","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-10-24,"inn","360",FALSE,360,"120",NA,TRUE,152,TRUE
"344","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-10-31,"inn","200",FALSE,200,"120",NA,TRUE,152,TRUE
"345","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-11-07,"inn","360",FALSE,360,"120",NA,TRUE,152,TRUE
"346","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-11-21,"inn","250",FALSE,250,"120",NA,TRUE,152,TRUE
"347","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-12-12,"inn","220",FALSE,220,"120",NA,TRUE,152,TRUE
"348","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2023-02-13,"inn","330",FALSE,330,"120",NA,TRUE,152,TRUE
"349","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2023-02-27,"inn","180",FALSE,180,"120",NA,TRUE,152,TRUE
"350","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-11-14,"inn","17",FALSE,17,"120",NA,FALSE,152,TRUE
"351","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2023-03-15,"inn","620",FALSE,620,"120",NA,TRUE,152,TRUE
"352","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-10-24,"ut","340",FALSE,340,"120",NA,TRUE,151,TRUE
"353","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-10-31,"ut","190",FALSE,190,"120",NA,TRUE,151,TRUE
"354","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-11-07,"ut","150",FALSE,150,"120",NA,TRUE,151,TRUE
"355","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-11-21,"ut","190",FALSE,190,"120",NA,TRUE,151,TRUE
"356","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-12-12,"ut","220",FALSE,220,"120",NA,TRUE,151,TRUE
"357","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2023-02-13,"ut","280",FALSE,280,"120",NA,TRUE,151,TRUE
"358","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2023-02-27,"ut","180",FALSE,180,"120",NA,TRUE,151,TRUE
"359","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2022-11-14,"ut","5.4",FALSE,5.4,"120",NA,FALSE,151,TRUE
"360","Totalt organisk karbon","TOC","mg/l","vannparameter","organisk materiale",2023-03-15,"ut","78",FALSE,78,"120",NA,FALSE,151,TRUE
"361","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-10-24,"inn","540",FALSE,540,"60",NA,TRUE,152,TRUE
"362","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-10-31,"inn","387",FALSE,387,"60",NA,TRUE,152,TRUE
"363","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-11-07,"inn","262",FALSE,262,"60",NA,TRUE,152,TRUE
"364","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-11-21,"inn","350",FALSE,350,"60",NA,TRUE,152,TRUE
"365","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-12-12,"inn","343",FALSE,343,"60",NA,TRUE,152,TRUE
"366","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2023-02-13,"inn","576",FALSE,576,"60",NA,TRUE,152,TRUE
"367","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2023-02-27,"inn","383",FALSE,383,"60",NA,TRUE,152,TRUE
"368","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-11-14,"inn","315",FALSE,315,"60",NA,TRUE,152,TRUE
"369","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2023-03-15,"inn","382",FALSE,382,"60",NA,TRUE,152,TRUE
"370","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-10-24,"ut","526",FALSE,526,"60",NA,TRUE,151,TRUE
"371","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-10-31,"ut","388",FALSE,388,"60",NA,TRUE,151,TRUE
"372","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-11-07,"ut","268",FALSE,268,"60",NA,TRUE,151,TRUE
"373","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-11-21,"ut","355",FALSE,355,"60",NA,TRUE,151,TRUE
"374","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-12-12,"ut","639",FALSE,639,"60",NA,TRUE,151,TRUE
"375","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2023-02-13,"ut","543",FALSE,543,"60",NA,TRUE,151,TRUE
"376","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2023-02-27,"ut","361",FALSE,361,"60",NA,TRUE,151,TRUE
"377","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2022-11-14,"ut","144",FALSE,144,"60",NA,TRUE,151,TRUE
"378","Total Nitrogen","Tot N","mg/l","vannparameter","nutrient",2023-03-15,"ut","421",FALSE,421,"60",NA,TRUE,151,TRUE
"379","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-10-24,"inn","5.2",FALSE,5.2,"10",NA,FALSE,152,TRUE
"380","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-10-31,"inn","5.8",FALSE,5.8,"10",NA,FALSE,152,TRUE
"381","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-11-07,"inn","7.5",FALSE,7.5,"10",NA,FALSE,152,TRUE
"382","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-11-14,"inn","6",FALSE,6,"10",NA,FALSE,152,TRUE
"383","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-11-21,"inn","12",FALSE,12,"10",NA,TRUE,152,TRUE
"384","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-12-12,"inn","8.5",FALSE,8.5,"10",NA,FALSE,152,TRUE
"385","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2023-02-13,"inn","15",FALSE,15,"10",NA,TRUE,152,TRUE
"386","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2023-02-27,"inn","9.6999999999999993",FALSE,9.7,"10",NA,FALSE,152,TRUE
"387","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2023-03-15,"inn","99",FALSE,99,"10",NA,TRUE,152,TRUE
"388","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-10-24,"ut","1.5",FALSE,1.5,"10",NA,FALSE,151,TRUE
"389","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-10-31,"ut","1.6",FALSE,1.6,"10",NA,FALSE,151,TRUE
"390","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-11-07,"ut","1.1000000000000001",FALSE,1.1,"10",NA,FALSE,151,TRUE
"391","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-11-14,"ut","1.1000000000000001",FALSE,1.1,"10",NA,FALSE,151,TRUE
"392","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-11-21,"ut","1.1000000000000001",FALSE,1.1,"10",NA,FALSE,151,TRUE
"393","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2022-12-12,"ut","3.1",FALSE,3.1,"10",NA,FALSE,151,TRUE
"394","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2023-02-13,"ut","1.9",FALSE,1.9,"10",NA,FALSE,151,TRUE
"395","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2023-02-27,"ut","0.27",FALSE,0.27,"10",NA,FALSE,151,TRUE
"396","Total Fosfor","Tot P","mg/l","vannparameter","nutrient",2023-03-15,"ut","0.25",FALSE,0.25,"10",NA,FALSE,151,TRUE
"397","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-11-14,"inn","891",FALSE,891,NA,NA,FALSE,152,TRUE
"398","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-10-24,"inn","147",FALSE,147,NA,NA,FALSE,152,TRUE
"399","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-10-31,"inn","409",FALSE,409,NA,NA,FALSE,152,TRUE
"400","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-11-07,"inn","310",FALSE,310,NA,NA,FALSE,152,TRUE
"401","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-11-21,"inn","792",FALSE,792,NA,NA,FALSE,152,TRUE
"402","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-12-12,"inn","214",FALSE,214,NA,NA,FALSE,152,TRUE
"403","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2023-02-13,"inn","460",FALSE,460,NA,NA,FALSE,152,TRUE
"404","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2023-02-27,"inn","438",FALSE,438,NA,NA,FALSE,152,TRUE
"405","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2023-03-15,"inn","1980",FALSE,1980,NA,NA,FALSE,152,TRUE
"406","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-11-14,"ut","61.2",FALSE,61.2,NA,NA,FALSE,151,TRUE
"407","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-10-24,"ut","42.7",FALSE,42.7,NA,NA,FALSE,151,TRUE
"408","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-10-31,"ut","68.7",FALSE,68.7,NA,NA,FALSE,151,TRUE
"409","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-11-07,"ut","69.5",FALSE,69.5,NA,NA,FALSE,151,TRUE
"410","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-11-21,"ut","96.6",FALSE,96.6,NA,NA,FALSE,151,TRUE
"411","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2022-12-12,"ut","59",FALSE,59,NA,NA,FALSE,151,TRUE
"412","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2023-02-13,"ut","37.4",FALSE,37.4,NA,NA,FALSE,151,TRUE
"413","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2023-02-27,"ut","40.6",FALSE,40.6,NA,NA,FALSE,151,TRUE
"414","Sink (Zn)","Zn","<U+00B5>g/l","tungmetaller","andre metaller",2023-03-15,"ut","30.1",FALSE,30.1,NA,NA,FALSE,151,TRUE
